1,"传送到赛博射击战场"
2,"广告奖励"
3,"看广告可以使用这个厉害的武器哟~"
4,"取消"
5,"免费获取"
6,"激光枪-黄"
7,"99"
8,"9999999"
9,"使用"
10,"100/100"
11,"激光枪-黄激光枪-黄"
12,"未获得"
13,"永久"
14,"购买"
15,"射速：0.1"
16,"9999999999"
17,"9999"
18,"免费领取"
19,"活动期间每天在线30分钟连续3天即可领取"
20,"登录游戏"
21,"完成"
22,"在线30分钟"
23,"未完成（1/3）"
24,"领取"
25,"99999"
26,"设置"
27,"排行榜"
28,"组队"
29,"背包"
30,"抽奖"
31,"换装商店"
32,"皮肤技能"
33,"免费领枪"
34,"任务"
35,"等级：Lv.999"
36,"复活倒计时"
37,"3"
38,"复活后2秒内无敌"
39,"开火灵敏度"
40,"低"
41,"中"
42,"高"
43,"控制灵敏度"
44,"背景音乐"
45,"6.6"
46,"激光三连击"
47,"无敌时间"
48,"九连杀！超越神啦！"
49,"你是谁你是谁你是"
50," 击杀 "
51,"已拥有"
52,"QBZ95式突击步枪"
53,"18888金\n币抽奖1次"
54,"2个钻石抽奖1次"
55,"已拥有的打开背包使用"
56,"MetaWorld"
57,"输入你的队名"
58,"确定"
59,"Gun"
60,"0S"
61,"登陆游戏 (1/1)"
62,"500"
63,"50000"
64,"领取奖励"
65,"未完成"
66,"每日任务"
67,"剩余: 15小时"
68,"任务已全部完成，等待刷新..."
69,"每周任务"
70,"爱玩游戏的小胖子"
71,"爱玩游戏的小胖子队伍"
72,"人数：2"
73,"改名"
74,"加入"
75,"100"
76,"999"
77,"超凡大师 Lv.999"
78,"全服排行榜"
79,"排名"
80,"名字"
81,"等级"
82,"击杀"
83,"你所在房间内的排行榜。点击右侧排行模式按钮会刷新排行榜模式。"
84,"切换房间排行榜"
85,"切换全服排行榜"
86,"M4A1卡宾枪"
87,"幽灵激光枪"
88,"激光巴雷特"
89,"激光烈火枪"
90,"激光冰雷枪"
91,"赛博激光巴雷特"
92,"鸡枪"
93,"烟花枪"
94,"AK47自动步枪"
95,"SCAR突击步枪"
96,"突击步枪"
97,"MP5冲锋枪"
98,"MP7冲锋枪"
99,"P90冲锋枪"
100,"M249机枪"
101,"到达目标点"
102,"激光幽灵枪"
103,"赛博少年"
104,"时装男青年"
105,"机甲少女"
106,"纳米机甲女性"
107,"赛博少女"
108,"眼镜未来战士"
